Row ID,Order Date,Customer ID,Customer Name,Gender,Segment,Product ID,Category,Sub Category,Product Name,Quantity,Price per Unit
6095,2022-01-19,CUST-6037,Ritu Singh,Female,Home Office,PROD-887,Office Supplies,Storage,Storage Bin,4,4151.25
2400,2023-09-13,CUST-6781,Sachin Yadav,Male,Home Office,PROD-281,Office Supplies,Storage,File Box,9,5087.15
8371,2024-05-11,CUST-3619,Vijay Rao,Male,,PROD-846,Furniture,Chairs,Ergonomic Chair,1,474.33
5294,09-10-2024,CUST-1192,Priya Iyer,Female,Corporate,PROD-547,Technology,Laptops,Gaming Laptop,6,₹4971.15
6770,2025-09-14,CUST-3297,Sanjay Gupta,Male,Consumer,PROD-750,Furniture,Bookcases,Wooden Bookcase,5,214.19
4641,2024-08-20,CUST-8001,Amitabh Sinha,Male,Corporate,PROD-207,Office Supplies,Writing,Ballpoint Pen,1,7370.06
5215,2025-06-02,CUST-4113,Harish Bhat,Male,,PROD-990,Office Supplies,Binders,Ring Binder,9,2995.7
1600,2025-08-27,CUST-9673,Nitin Kulkarni,Male,Consumer,PROD-713,Technology,Accessories,Headphones,1,4275.5
365,9/6/3023,CUST-9686,Fatima Khan,Female,Home Office,PROD-962,Office Supplies,Writing,Fountain Pen,5,4286.84
1835,2025-05-31,CUST-5947,Sonia Rao,Female,,PROD-994,,Accessories,Keyboard,3,1865.73
4142,2020-06-11,CUST-4755,Arjun Singh,Male,,PROD-254,Furniture,Bookcases,Corner Shelf,2,5270.21
5743,2020-11-04,CUST-6230,Nitin Kulkarni,Male,,PROD-789,Furniture,Tables,Office Desk,2,6351.77
10197,2022/11/30,CUST-5992,Nitin Kulkarni ,Male,,PROD-251,Office Supplies,Writing,Marker,2,3680.25
9176,2021-12-14,CUST-9420,Sneha Reddy,Female,Home Office,PROD-368,Office Supplies,Paper,Notebook,6,484.28
6714,2024-06-24,CUST-9934,Aarti Kumar,Female,Corporate,PROD-312,Furniture,Bookcases,Wooden Bookcase,2,6834.93
1147,2024-11-18,CUST-7352,Nandini Shetty,Female,Corporate,PROD-753,Technology,Copiers,Inkjet Copier,5,"5,829.90"
8416,2021-12-09,CUST-9812,Karan Mehta,Male,,PROD-374,Office Supplies,Storage,Desk Organizer,10,"2,002.49"
8704,2024-08-06,CUST-3429,Shreya Kapoor,Female,Consumer,PROD-237,Office Supplies,Storage,Desk Organizer,1,2450.52
8224,2024-01-18,CUST-9325,Madhuri Nair,Female,Consumer,PROD-275,Furniture,Bookcases,Metal Shelf,4,6835.13
1030,2023-03-14,CUST-5148,Mohammed Khan,Male,Home Office,PROD-470,Technology,Phones,Smartphone,7,1964.4
308,2025-05-02,CUST-1200,Nitin Kulkarni,Male,,PROD-569,Technology,Laptops,Ultrabook Laptop,10,6629.07
8490,2020-10-22,CUST-6523,Arjun Singh,Male,Home Office,PROD-647,Furniture,Bookcases,Wooden Bookcase,3,1652.94
8831,2021-04-16,CUST-4397,Fatima Khan,Female,Consumer,PROD-935,Furniture,Chairs,Executive Chair,3,2865.89
6289,25-10-2020,CUST-6684,Shivam Chauhan,Male,,PROD-738,Office Supplies,Binders,View Binder,8,6810.87
2942,24/11/3024,CUST-1512,Latha Pillai,Female,,PROD-814,Office Supplies,Writing,Fountain Pen,7,6512.2
3070,2023-09-16,CUST-8552,Amitabh Sinha,Male,,PROD-438,Office Supplies,Writing,Ballpoint Pen,9,6910.96
1841,2025-08-03,CUST-2471,Ritu Singh,Female,Home Office,PROD-891,Office Supplies,Paper,Sticky Notes,2,3392.11
3402,2025-04-19,CUST-6260,Sneha Reddy,Female,,PROD-585,Technology,Phones,Cordless Phone,9,₹6675.18
5237,2022-08-06,CUST-3354,Akhilesh Verma,Male,Consumer,PROD-183,Technology,Laptops,Ultrabook Laptop,2,2124.91
9564,2022-03-02,CUST-5462,Divya Menon,Female,Home Office,PROD-696,Office Supplies,Storage,Desk Organizer,4,6532.53
4013,2022-08-11,CUST-9421,Kishore Shetty,Male,,PROD-998,Technology,Laptops,Gaming Laptop,4,2102.85
6778,2023/06/26,CUST-8407,Amrita Ghosh,Female,,PROD-291,Office Supplies,Storage,Desk Organizer,5,5727.08
4067,2025-01-27,CUST-1480,Sunil Choudhary,Male,Corporate,PROD-769,Office Supplies,Paper,Notebook,2,2431.21
4953,2023-07-23,CUST-1037,Sonal Mishra,Female,,PROD-922,Office Supplies,Binders,View Binder,2,6979.49
6035,2024-11-07,CUST-2121,Bhavna Mehta,Female,Corporate,PROD-908,Office Supplies,Storage,Desk Organizer,2,1820.77
41,2020-07-29,CUST-9042,Vijay Rao,Male,,PROD-205,Furniture,Bookcases,Metal Shelf,8,3629.45
7176,2024-04-23,CUST-2671,Rahul Patel,Male,,PROD-825,Technology,Accessories,Headphones,2,3203.42
1101,2024-12-18,CUST-6771,Praveen Pillai,Male,,PROD-947,,Paper,Printer Paper,3,1329.65
3861,2020-03-07,CUST-9219,Vikram Iyer,Male,Consumer,PROD-263,Office Supplies,Writing,Fountain Pen,8,5457.32
2798,2025-04-21,CUST-3078,,Female,,PROD-537,Furniture,Bookcases,Metal Shelf,10,3537.87
10150,2021/05/20,CUST-4928,Rohit Kapoor ,Male,Home Office,PROD-908,Technology,Copiers,Laser Copier,8,1006.17
1042,2020-03-10,CUST-7695,Karan Mehta,Male,,PROD-987,Office Supplies,Storage,Desk Organizer,five,333.9
4785,2023-10-09,CUST-7296,Kumari Rani,Female,,PROD-485,Furniture,Bookcases,Wooden Bookcase,8,1524.33
6234,2021-01-03,CUST-8180,Suresh Reddy,Male,,PROD-554,Furniture,Tables,Office Desk,6,6604.4
3471,2022/10/22,CUST-7500,Nisha Verma,Female,,PROD-579,Technology,Laptops,Ultrabook Laptop,3,"5,285.64"
825,2024/11/03,CUST-7096,Sonia Rao,Female,Home Office,PROD-578,Technology,Copiers,Laser Copier,8,5092.15
4886,2021-12-19,CUST-3299,Ajay Deshmukh,Male,,PROD-574,Office Supplies,Binders,,9,4392.04
3350,2021-06-06,CUST-6029,Sunil Choudhary,Male,,PROD-321,Office Supplies,Paper,Printer Paper,7,5737.27
5462,2024-04-26,CUST-7785,Sonal Mishra,Female,Consumer,PROD-914,Technology,Phones,Desk Phone,1,₹3052.54
4692,2023-12-01,CUST-2148,Ritu Singh,Female,Home Office,PROD-294,Technology,Accessories,Headphones,2,2771.31
6871,2024-02-18,CUST-6928,Tarun Mishra,Male,Consumer,PROD-785,Office Supplies,Binders,View Binder,7,4183.94
6400,2020-08-20,CUST-2980,Shreya Kapoor,Female,,PROD-511,Furniture,Chairs,Executive Chair,1,2016.42
9291,unknown,CUST-8731,Suresh Reddy,Male,,PROD-820,Office Supplies,Binders,Ring Binder,10,5863.37
6018,2021-11-06,CUST-9751,Fatima Khan,Female,Consumer,PROD-120,Furniture,Chairs,Ergonomic Chair,5,6092.51
16,2023-07-19,CUST-5033,Deepak Kumar,Male,Corporate,PROD-692,Office Supplies,Binders,Ring Binder,7,4956.0
7223,2025-08-12,CUST-6485,Madhuri Nair,Female,Home Office,PROD-305,Office Supplies,Writing,Marker,9,139.0
2343,2021-10-07,CUST-2570,Rahul Patel,Male,Corporate,PROD-624,Furniture,Chairs,Mesh Chair,7,2150.64
5180,2023-01-05,CUST-5432,Harish Bhat,Male,Consumer,PROD-119,Furniture,Chairs,Folding Chair,9,3939.91
1699,2023-12-19,CUST-9246,Nisha Verma,Female,,PROD-569,Office Supplies,Paper,Printer Paper,1,1544.65
5787,2022-11-06,CUST-3505,Rahul Patel,Male,Corporate,PROD-613,Technology,Accessories,Keyboard,2,5977.65
2704,2021-10-02,CUST-4612,,Female,,PROD-689,Office Supplies,Paper,Sticky Notes,6,331.95
8754,05-01-2023,CUST-9327,Deepa Nair,Female,Corporate,PROD-986,Furniture,Bookcases,Corner Shelf,6,7276.25
8938,2021-09-04,CUST-7357,Vikram Iyer,Male,,PROD-892,Office Supplies,Writing,Fountain Pen,7,4777.53
5675,2025-09-20,CUST-5336,Tanya Kapoor,Female,Corporate,PROD-605,Technology,Laptops,Gaming Laptop,10,3671.9
7971,2023/06/24,CUST-5064,Kishore Shetty,Male,,PROD-142,Office Supplies,Writing,Ballpoint Pen,7,1862.87
6322,2022-10-02,CUST-4626,Deepak Kumar,Male,,PROD-790,Furniture,Bookcases,Corner Shelf,4,872.2
3579,28/6/3022,CUST-1654,Deepa Nair,Female,,PROD-367,Technology,Copiers,Inkjet Copier,4,3165.81
2997,06-06-2025,CUST-6226,Nitin Kulkarni,Male,,PROD-194,Office Supplies,Writing,Fountain Pen,3,3649.57
6135,2024-02-26,CUST-1810,Fatima Khan,Female,,PROD-829,Technology,Laptops,Gaming Laptop,five,5258.9
3,2022-02-26,CUST-7201,Sunita Jadhav,Female,Consumer,PROD-180,Office Supplies,Storage,Desk Organizer,10,6649.48
5087,2023/09/29,CUST-5882,Amit Sharma,Male,,PROD-849,Office Supplies,Binders,Ring Binder,10,5277.23
4408,2023-03-12,CUST-7394,Aarti Kumar,Female,,PROD-714,Furniture,Tables,Folding Table,9,1566.18
9815,2022-03-05,CUST-5241,Tarun Mishra,Male,,PROD-954,Office Supplies,Paper,Notebook,10,3179.28
9768,2022-12-03,CUST-7456,Akhilesh Verma,Male,,PROD-574,Furniture,Bookcases,Wooden Bookcase,7,₹2962.87
2497,2021-05-09,CUST-6041,Akhilesh Verma,Male,Home Office,PROD-778,Office Supplies,Storage,Desk Organizer,8,₹493.78
2911,2024/12/26,CUST-6057,Shreya Kapoor,Female,Consumer,PROD-300,Furniture,Tables,Folding Table,8,5363.73
8085,2020-08-07,CUST-7099,Manish Desai,Male,,PROD-829,Furniture,Bookcases,Metal Shelf,9,7029.23
23,2023-07-08,CUST-5279,Sneha Reddy,Female,,PROD-282,Office Supplies,Storage,File Box,2,4504.54
221,2021-07-29,CUST-1035,Rohit Kapoor,Male,,PROD-449,Technology,Copiers,Inkjet Copier,2,414.9
10106,26-01-2020,CUST-9162,Madhuri Nair ,Female,Consumer,PROD-567,Office Supplies,Binders,View Binder,8,2939.4
2749,2020-08-31,CUST-1387,Neha Gupta,Female,Consumer,PROD-568,Technology,Accessories,Mouse,1,6169.29
678,2022/12/28,CUST-7605,,Female,,PROD-526,Office Supplies,Binders,Ring Binder,4,6200.98
437,2024-01-19,CUST-3293,Suresh Reddy,Male,Corporate,PROD-831,Technology,Accessories,Headphones,6,3909.65
1911,2024-09-16,CUST-3996,Ila Rao,Female,Consumer,PROD-847,Technology,Phones,Cordless Phone,7,3846.73
4221,2024-02-28,CUST-4471,Pallavi Kulkarni,Female,,PROD-917,Office Supplies,Writing,Fountain Pen,6,3267.62
4605,30/1/3021,CUST-5999,Amit Sharma,Male,Consumer,PROD-195,Furniture,Tables,Folding Table,3,7453.85
8099,unknown,CUST-8889,Deepa Nair,Female,Home Office,PROD-347,Furniture,Bookcases,Metal Shelf,2,4790.19
414,2021-05-14,CUST-5033,Rajesh Sharma,Male,,PROD-886,Technology,Phones,Desk Phone,1,2185.79
4251,2022-02-02,CUST-4961,Arjun Singh,Male,Home Office,PROD-687,Technology,Phones,Cordless Phone,9,5478.54
4751,2020-07-23,CUST-5104,Prashant Joshi,Male,,PROD-772,Office Supplies,Binders,View Binder,9,6531.53
4361,2024-02-04,CUST-7068,Rajesh Sharma,Male,Corporate,PROD-304,Office Supplies,Storage,Desk Organizer,9,2763.3
6622,2022-03-27,CUST-4850,Anjali Sharma,Female,,PROD-759,Furniture,Bookcases,Corner Shelf,4,4296.02
3386,2023-11-05,CUST-9160,Deepak Kumar,Male,,PROD-785,Furniture,Bookcases,Corner Shelf,8,5172.42
6731,2022-04-26,CUST-4160,Ritu Singh,Female,,PROD-325,Technology,Laptops,Gaming Laptop,3,1247.46
8386,2025-03-26,CUST-4122,Arjun Singh,Male,,PROD-494,Office Supplies,Paper,Printer Paper,1,₹6290.20
6633,2021-11-17,CUST-9324,Karan Mehta,Male,,PROD-604,Technology,Laptops,Ultrabook Laptop,9,7050.21
7768,2020-09-01,CUST-2876,Shreya Kapoor,Female,Home Office,PROD-123,Technology,Copiers,Laser Copier,2,₹5447.44
6292,2021-09-17,CUST-6027,Ravi Kumar,Male,,PROD-997,Furniture,Chairs,Executive Chair,7,277.43
142,2022-05-08,CUST-4273,Ritu Singh,Female,Home Office,PROD-706,Office Supplies,Paper,Sticky Notes,9,274.85
6722,2023-11-10,CUST-1334,Rakesh Rao,Male,,PROD-278,Furniture,Chairs,Folding Chair,2,1088.05
7401,03-01-2025,CUST-2178,Sangeeta Choudhary,Female,,PROD-925,Furniture,Chairs,Executive Chair,4,7046.48
2176,2021-06-06,CUST-5881,Sonal Mishra,Female,,PROD-108,Office Supplies,Binders,Ring Binder,3,₹3555.64
1763,2025-04-06,CUST-6613,Madhuri Nair,Female,,PROD-281,Technology,Laptops,Ultrabook Laptop,8,4159.58
7684,10-06-2020,CUST-3929,Ravi Kumar,Male,Consumer,PROD-970,Office Supplies,Binders,View Binder,10,2034.9
5685,2022/06/15,CUST-4799,Sneha Reddy,Female,,PROD-268,Office Supplies,Storage,Storage Bin,8,2522.53
8080,2023-11-02,CUST-2427,Pooja Patel,Female,Corporate,PROD-605,Technology,Phones,Cordless Phone,4,6824.55
8223,2024-09-10,CUST-8931,Suresh Reddy,Male,Corporate,PROD-286,Technology,Accessories,Charger,5,455.79
9276,2025-07-11,CUST-3016,Vikram Iyer,Male,,PROD-219,Office Supplies,Paper,Sticky Notes,3,3813.81
9405,2021-01-09,CUST-9426,Bhavika Patel,Female,Consumer,PROD-523,Furniture,Tables,Folding Table,2,4209.3
6776,2021-05-03,CUST-4131,Ila Rao,Female,,PROD-353,Office Supplies,Paper,Sticky Notes,8,2095.85
337,2023-12-20,CUST-8353,Sneha Reddy,Female,,PROD-491,Office Supplies,Storage,Desk Organizer,1,797.93
1118,2023-04-02,CUST-7775,Mohammed Khan,Male,,PROD-790,Furniture,Tables,Office Desk,4,7406.8
5403,2022-07-21,CUST-3690,Sonal Mishra,Female,Consumer,PROD-199,Office Supplies,Paper,Notebook,6,1909.0
1191,26-05-2022,CUST-1702,Divya Menon,Female,Corporate,PROD-482,Furniture,Chairs,Executive Chair,9,NA
5405,2024-06-09,CUST-8986,Pallavi Kulkarni,Female,,PROD-781,Office Supplies,Writing,Marker,10,3981.09
10215,2020-02-25,CUST-1090,Aarti Kumar ,Female,,PROD-489,Technology,Copiers,Inkjet Copier,4,6868.89
6962,2022-09-15,CUST-5698,Ritu Singh,Female,Home Office,PROD-837,Office Supplies,Paper,Sticky Notes,7,6814.83
2350,2021-04-25,CUST-6347,Aarti Kumar,Female,Corporate,PROD-768,Technology,Accessories,Headphones,4,1324.17
6844,2023-12-03,CUST-3136,Akhilesh Verma,Male,,PROD-895,Technology,Phones,Cordless Phone,7,2511.09
3596,2024-01-21,CUST-6385,Pooja Patel,Female,Corporate,PROD-827,Furniture,Chairs,Folding Chair,5,4347.17
1994,2025-04-23,CUST-6234,Anil Nair,Male,,PROD-665,Furniture,Tables,Folding Table,10,809.36
6701,2021-12-01,CUST-9627,Kishore Shetty,Male,Home Office,PROD-422,Furniture,Chairs,Executive Chair,9,7120.83
6392,2025/03/30,CUST-3778,Deepa Nair,Female,Corporate,PROD-595,Furniture,Bookcases,Corner Shelf,7,6204.99
6607,19-11-2022,CUST-8973,Sonia Rao,Female,,PROD-562,Furniture,Bookcases,Wooden Bookcase,1,1149.94
1671,02-05-2022,CUST-9371,Rakesh Rao,Male,Corporate,PROD-200,Furniture,Chairs,Ergonomic Chair,8,1800.89
2770,2023-05-15,CUST-4161,Ritu Singh,Female,Home Office,PROD-904,Technology,Laptops,Ultrabook Laptop,7,3791.6
7843,2020-02-18,CUST-1050,Deepak Kumar,Male,,PROD-511,Technology,Phones,Smartphone,3,4760.31
8743,2021-10-25,CUST-8364,Tanya Kapoor,Female,,PROD-331,Technology,Phones,Smartphone,5,2453.89
2359,2022-03-02,CUST-1890,Fatima Khan,Female,,PROD-506,Technology,Copiers,Inkjet Copier,1,1326.35
1169,2021-11-11,CUST-1100,Ajay Deshmukh,Male,,PROD-600,Furniture,Chairs,Folding Chair,6,5485.26
5016,2024-09-29,CUST-6983,Vijay Rao,Male,Home Office,PROD-807,Technology,Accessories,Headphones,4,"4,084.27"
1083,2020-10-30,CUST-3163,Nitin Kulkarni,Male,,PROD-886,Furniture,Bookcases,Wooden Bookcase,3,"7,430.71"
8150,2021-11-15,CUST-9381,Rakesh Rao,Male,,PROD-461,Furniture,Bookcases,Wooden Bookcase,10,3785.36
9783,2020/04/20,CUST-3676,Amrita Ghosh,Female,,PROD-633,Furniture,Bookcases,Metal Shelf,8,₹6439.72
2765,2022-10-25,CUST-1424,Nitin Kulkarni,Male,Corporate,PROD-903,Office Supplies,Paper,Notebook,2,1728.58
3250,2022/11/17,CUST-1142,Sunil Choudhary,Male,Consumer,PROD-958,Office Supplies,Paper,Sticky Notes,1,3205.92
167,2023-01-05,CUST-1185,Ravi Kumar,Male,Consumer,PROD-267,Technology,Copiers,Inkjet Copier,3,2836.13
9580,04-06-2024,CUST-2084,Kishore Shetty,Male,Consumer,PROD-761,Office Supplies,Writing,Marker,6,2229.2
3702,2022-06-03,CUST-3487,Rachna Bhat,Female,Consumer,PROD-178,Furniture,Chairs,Ergonomic Chair,9,4424.65
3876,unknown,CUST-3330,Prashant Joshi,Male,,PROD-386,Furniture,Chairs,Mesh Chair,4,2719.8
8939,2023-06-19,CUST-7743,Prashant Joshi,Male,,PROD-796,Technology,Phones,Smartphone,6,"2,939.04"
6988,2021-05-14,CUST-2011,Sanjay Gupta,Male,Corporate,PROD-698,Office Supplies,Binders,View Binder,6,5289.78
4686,2024/01/22,CUST-5008,Pooja Patel,Female,,PROD-488,Office Supplies,Writing,Fountain Pen,4,2353.05
5022,2021-06-23,CUST-3988,,Male,,PROD-886,Furniture,Tables,Office Desk,3,6265.41
431,2022-12-25,CUST-8194,Rahul Patel,Male,,PROD-525,Furniture,Chairs,Mesh Chair,6,2204.18
7406,2021-03-13,CUST-8274,Deepa Nair,Female,,PROD-569,Technology,Accessories,Keyboard,9,1337.58
1964,unknown,CUST-6237,Pallavi Kulkarni,Female,Consumer,PROD-183,Technology,Copiers,Inkjet Copier,1,6730.65
7504,2023-09-02,CUST-1864,Manish Desai,Male,Corporate,PROD-523,Office Supplies,Binders,View Binder,5,3578.93
680,25-06-2023,CUST-8542,Karan Mehta,Male,Home Office,PROD-183,Office Supplies,Paper,Notebook,4,5624.51
3012,2020-11-28,CUST-9653,Deepak Kumar,Male,,PROD-649,Technology,Phones,Cordless Phone,9,6191.91
9978,2020-07-21,CUST-4743,Deepak Kumar,Male,,PROD-852,Furniture,Tables,Office Desk,5,1101.99
3280,2023-01-27,CUST-6005,Vijay Rao,Male,Corporate,PROD-578,Technology,Phones,Desk Phone,8,"4,297.33"
3002,2023-09-04,CUST-4391,Sneha Reddy,Female,,PROD-581,Technology,Copiers,Inkjet Copier,9,2807.69
8997,2024-07-08,CUST-4788,Tarun Mishra,Male,,PROD-481,Furniture,Bookcases,Metal Shelf,5,5017.11
706,13-10-2020,CUST-8559,Meera Desai,Female,Consumer,PROD-612,Office Supplies,Binders,View Binder,3,1893.11
8916,2025-08-14,CUST-2120,Amitabh Sinha,Male,Consumer,PROD-192,Technology,Laptops,Gaming Laptop,7,6342.36
5744,11-03-2023,CUST-6827,Ritu Singh,Female,,PROD-303,Furniture,Tables,Office Desk,10,1108.92
9844,2020-04-08,CUST-3952,Divya Menon,Female,Consumer,PROD-780,Furniture,Bookcases,Wooden Bookcase,2,1283.64
1339,2024-07-15,CUST-8540,Amrita Ghosh,Female,,PROD-226,Office Supplies,Binders,View Binder,7,7235.85
7953,2020-03-04,CUST-4826,Suresh Reddy,Male,Home Office,PROD-497,Office Supplies,Paper,Printer Paper,7,7440.06
8294,2023-10-20,CUST-5328,,Female,Consumer,PROD-730,Furniture,Chairs,Folding Chair,3,7250.91
203,2024-09-10,CUST-7620,Kishore Shetty,Male,Consumer,PROD-776,Technology,Accessories,Headphones,8,7481.21
287,21-05-2023,CUST-7505,Nisha Verma,Female,Corporate,PROD-100,Office Supplies,Binders,View Binder,10,NA
4580,2022-09-13,CUST-6408,Suresh Reddy,Male,,PROD-337,Furniture,Tables,Conference Table,2,2192.5
8202,unknown,CUST-5878,Bhavika Patel,Female,Home Office,PROD-863,Technology,Copiers,Laser Copier,9,543.29
4544,2022-03-26,CUST-5266,Yogesh Patil,Male,,PROD-339,Office Supplies,Storage,Desk Organizer,2,4346.18
3927,2023-01-12,CUST-2254,Ritu Singh,Female,Consumer,PROD-233,Office Supplies,Paper,Sticky Notes,8,5244.5
1059,23/8/3025,CUST-8336,Priya Iyer,Female,Home Office,PROD-298,Office Supplies,Paper,Sticky Notes,5,6690.64
2445,2023-11-23,CUST-8178,Anil Nair,Male,,PROD-487,Furniture,Tables,Folding Table,7,1201.18
9610,2024-06-04,CUST-6385,Vijay Rao,Male,,PROD-105,Office Supplies,Binders,Ring Binder,2,3753.67
10013,2024-03-19,CUST-5418,Deepak Kumar ,Male,,PROD-505,Office Supplies,Writing,Marker,2,6036.05
4303,2022-07-03,CUST-4138,Akhilesh Verma,Male,,PROD-346,Office Supplies,Paper,Printer Paper,1,"3,193.49"
1672,2020-07-02,CUST-9826,Madhuri Nair,Female,Consumer,PROD-483,Furniture,Bookcases,Metal Shelf,3,483.11
2210,2021-12-20,CUST-4100,Pallavi Kulkarni,Female,Corporate,PROD-225,Office Supplies,Paper,,10,"7,139.31"
8540,2023-03-02,CUST-8619,,Female,Home Office,PROD-863,Office Supplies,Paper,Printer Paper,10,4640.2
840,2024-01-21,CUST-8826,Yogesh Patil,Male,Home Office,PROD-625,Furniture,Bookcases,Wooden Bookcase,4,4730.04
5561,2024-01-03,CUST-6619,Kishore Shetty,Male,Corporate,PROD-865,Technology,Copiers,Laser Copier,9,600.38
8531,2023-08-25,CUST-3164,Rohit Kapoor,Male,Corporate,PROD-348,Office Supplies,Paper,Printer Paper,7,5201.1
6293,2021-12-17,CUST-7361,Ajay Deshmukh,Male,,PROD-892,Office Supplies,Paper,Notebook,1,₹6353.37
6486,2022-09-19,CUST-8802,Sachin Yadav,Male,Consumer,PROD-670,Furniture,Chairs,Ergonomic Chair,2,₹2472.03
4806,2020-11-23,CUST-5150,Manish Desai,Male,,PROD-250,Office Supplies,Paper,Sticky Notes,10,5048.7
2347,2025-05-10,CUST-9133,Kumari Rani,Female,Corporate,PROD-767,Furniture,Tables,Conference Table,10,"6,640.74"
8739,2022-02-14,CUST-7393,Bhavika Patel,Female,Corporate,PROD-463,Furniture,Chairs,Folding Chair,1,6499.72
5771,2025-04-08,CUST-7567,Prashant Joshi,Male,Consumer,PROD-622,Furniture,Chairs,Mesh Chair,1,4171.22
1092,2023-06-08,CUST-6623,Neha Gupta,Female,Home Office,PROD-392,Technology,Phones,Cordless Phone,1,4327.2
5750,unknown,CUST-9976,Amit Sharma,Male,Consumer,PROD-773,Office Supplies,Binders,View Binder,10,2399.73
7010,2023-11-22,CUST-7681,Kavita Joshi,Female,Home Office,PROD-982,Technology,Accessories,Charger,7,1362.25
1138,2022-02-26,CUST-7155,Neha Gupta,Female,Consumer,PROD-280,Technology,Copiers,Inkjet Copier,10,6602.1
6055,2023-03-27,CUST-8414,Bhavna Mehta,Female,,PROD-963,Furniture,Bookcases,Corner Shelf,7,3829.2
9917,2022-02-01,CUST-5358,,Male,Corporate,PROD-726,Furniture,Chairs,Folding Chair,6,6170.83
7901,2021-07-03,CUST-3424,Karan Mehta,Male,,PROD-489,Technology,Accessories,Charger,9,₹3316.75
158,2021-10-09,CUST-6631,Harish Bhat,Male,Consumer,PROD-798,Furniture,Chairs,Ergonomic Chair,8,195.89
3735,2021-10-09,CUST-7106,Praveen Pillai,Male,Consumer,PROD-163,Furniture,Chairs,Executive Chair,4,1403.28
4688,2022-05-18,CUST-1277,Akhilesh Verma,Male,Corporate,PROD-111,Furniture,Bookcases,Wooden Bookcase,1,2452.35
4762,2023-02-22,CUST-2499,Ila Rao,Female,Home Office,PROD-646,Office Supplies,Storage,Desk Organizer,6,1785.29
8499,2020-08-01,CUST-6360,Anjali Sharma,Female,Consumer,PROD-917,Office Supplies,Storage,File Box,5,3159.73
4529,2023-11-10,CUST-1857,Meera Desai,Female,Corporate,PROD-176,Office Supplies,Paper,Notebook,five,2054.86
8346,22-09-2022,CUST-3462,Sunil Choudhary,Male,,PROD-344,Furniture,Tables,Folding Table,8,4665.51
498,23-10-2021,CUST-3422,Aditya Ghosh,Male,Consumer,PROD-367,Office Supplies,Writing,Marker,3,1963.09
7538,2023-08-01,CUST-2502,Anjali Sharma,Female,Home Office,PROD-936,Technology,Phones,Smartphone,2,3857.06
1011,18/6/3024,CUST-4672,Ila Rao,Female,Consumer,PROD-441,Office Supplies,Writing,Fountain Pen,2,5859.3
4836,2023-06-07,CUST-7455,Arjun Singh,Male,Consumer,PROD-994,Technology,Accessories,Headphones,10,6259.87
3372,unknown,CUST-5533,Rajesh Sharma,Male,,PROD-402,Furniture,Bookcases,Metal Shelf,2,218.98
2781,2022-04-19,CUST-1517,Vikram Iyer,Male,,PROD-963,Technology,Laptops,Gaming Laptop,five,673.1
4495,2021-05-26,CUST-9765,Pooja Patel,Female,Consumer,PROD-712,Office Supplies,Paper,Notebook,6,204.33
3820,2021-10-22,CUST-5476,Sonal Mishra,Female,Consumer,PROD-719,Furniture,Tables,Conference Table,4,7011.79
5858,2023-10-03,CUST-6012,Priya Iyer,Female,Home Office,PROD-848,Technology,Accessories,Mouse,1,5722.37
5775,2020-10-09,CUST-7650,Meera Desai,Female,,PROD-425,Furniture,Chairs,Executive Chair,3,3576.76
5491,2024-07-04,CUST-2637,Meera Desai,Female,,PROD-820,Office Supplies,Writing,Fountain Pen,7,5591.1
2478,2025-02-17,CUST-6157,Sachin Yadav,Male,Corporate,PROD-285,Office Supplies,Paper,Notebook,9,4311.79
7,2022-12-28,CUST-7252,Latha Pillai,Female,Home Office,PROD-710,Technology,Copiers,Laser Copier,2,5136.7
5192,2023-01-25,CUST-7696,Meera Desai,Female,,PROD-489,Furniture,Chairs,Executive Chair,6,5208.01
4410,17/12/3020,CUST-5132,Akhilesh Verma,Male,Consumer,PROD-976,Furniture,Chairs,Ergonomic Chair,6,2358.01
8672,2025-09-18,CUST-2896,Rahul Patel,Male,Corporate,PROD-493,Technology,Copiers,Laser Copier,1,3787.02
2143,2023-02-13,CUST-8416,Nandini Shetty,Female,Corporate,PROD-617,Technology,Accessories,Headphones,1,4881.43
4364,2022-02-28,CUST-7744,Deepa Nair,Female,Consumer,PROD-621,Furniture,Chairs,Executive Chair,7,2875.63
3554,unknown,CUST-5911,Madhuri Nair,Female,Corporate,PROD-858,Technology,Copiers,Inkjet Copier,1,3177.33
4646,2022-04-03,CUST-3487,Sanjay Gupta,Male,Corporate,PROD-600,Furniture,Tables,Conference Table,10,6205.09
8572,2023-10-16,CUST-4006,Sanjay Gupta,Male,,PROD-654,Technology,Phones,Smartphone,2,5121.53
3797,2024-08-03,CUST-9252,Madhuri Nair,Female,,PROD-607,Technology,Laptops,Gaming Laptop,7,3425.45
8343,2020/07/01,CUST-9562,Vijay Rao,Male,Corporate,PROD-374,Technology,Laptops,Ultrabook Laptop,4,5676.17
914,2020-12-08,CUST-1188,Sneha Reddy,Female,,PROD-898,Furniture,Bookcases,Corner Shelf,1,6481.93
8889,2023-02-12,CUST-5859,,Female,Home Office,PROD-912,Furniture,Bookcases,Wooden Bookcase,5,"7,450.13"
9568,2021-01-08,CUST-1527,Bhavika Patel,Female,,PROD-654,Technology,Accessories,Charger,4,860.97
6923,2021/05/23,CUST-9544,Praveen Pillai,Male,Home Office,PROD-984,Furniture,Bookcases,Metal Shelf,5,6434.17
